polis#,Name,Polisity,Hellenicity,In/out,staseis,prom 1,prom 2,prom 3,area 1,area 2,Silver,Bronze,Grid,Colonies,Victors,Proxenoi,Democracy,Walls,Delian L,Koinon,Region name,Region #,Latitude,Longitude,Pleiades link,Elevation m,
595,Pleume,1.5,0,2,0,0.25,,,1,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.295137,23.20344,https://pleiades.stoa.org/places/491700,50.6,
596,Polichnitai,3,1,2,0,0.37,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.369151,23.664835,https://pleiades.stoa.org/places/501627,124.4,
597,Posideion,3,0,2,0,0.25,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,,,,,
598,Poteidaia,1,1,5,1,2.25,,,2,,6,4,,0,0,1,0,1,1,1,Thrace: Axios - Strymon,27,40.193696,23.327812,https://pleiades.stoa.org/places/491701,18.3,
599,Prassilos,2,0,2,0,0.12,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/494614,,
600,Sane,1,1,2,0,1,,,2,,,,,0,0,0,0,1,1,,Thrace: Axios - Strymon,27,40.363569,23.934807,https://pleiades.stoa.org/places/501599,5,
601,Sane/2,1,1,2,0,0.5,,,2,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,40.098381,23.306117,https://pleiades.stoa.org/places/491715,100,
602,Sarte,1,1,2,0,0.37,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.087542,23.978698,https://pleiades.stoa.org/places/501603,1.6,
603,Serme,3,0,2,0,0.37,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.58155,22.94402,https://pleiades.stoa.org/places/491740,22.6,
604,Sermylia,1,1,2,0,1.12,,,1,,6,4,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,40.298222,23.539631,https://pleiades.stoa.org/places/501605,64.8,
605,Singos,1,1,2,0,0.62,,,2,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,40.24917,23.721477,https://pleiades.stoa.org/places/501613,4,
606,Sinos,1.5,0,2,0,0.25,,,1,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.291278,23.223955,https://pleiades.stoa.org/places/491718,42.4,
607,Skabala,2,1,2,0,0.37,,,2,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.332591,23.590555,https://pleiades.stoa.org/places/501619,117,
608,Skapsaioi,2,1,2,0,0.25,,,0,,,4,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/494578,,
609,Skione,1,1,2,1,1.75,,,2,,6,4,,0,0,0,0,1,1,,Thrace: Axios - Strymon,27,39.939063,23.574785,https://pleiades.stoa.org/places/501620,40.1,
610,Skithai,2,1,2,0,0.25,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,40.396714,23.055907,https://pleiades.stoa.org/places/491637,123.3,
611,Smila,1,0,2,0,0.25,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.046745,22.35171,https://pleiades.stoa.org/places/494621,2043.5,
612,Spartolos,1,1,2,1,0.87,,,0,,,,,0,0,0,0,1,1,1,Thrace: Axios - Strymon,27,40.316347,23.159843,https://pleiades.stoa.org/places/491729,77.6,
613,Stagiros,1,1,2,0,2.12,13,2,4,7.5,6,,,0,0,0,0,1,1,1,Thrace: Axios - Strymon,27,40.5926245,23.7939045,https://pleiades.stoa.org/places/501625,119.5,
614,Stolos,1,1,2,0,0.87,,,2,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,40.369151,23.664835,https://pleiades.stoa.org/places/501627,124.4,
615,Strepsa,2,1,2,0,1.25,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.483197,23.138509,https://pleiades.stoa.org/places/491732,66,
616,Therambos,1,1,2,0,0.87,,,2,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,39.91666667,23.66666667,https://pleiades.stoa.org/places/501637,74,
617,Thestoros,3,0,2,0,0.37,,,0,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,,,,,
618,Thyssos,1,2,2,0,0.5,,,1,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.288017,24.158674,https://pleiades.stoa.org/places/501643,99.5,
619,Tinde,1,0,2,0,0.25,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.395222,23.026394,https://pleiades.stoa.org/places/491743,80.5,
620,Torone,1,1,2,2,2.5,,,3,,5,,,0,0,0,2,1,1,1,Thrace: Axios - Strymon,27,39.9766652,23.90445065,https://pleiades.stoa.org/places/501646,127,
621,Tripoaia,1,0,2,0,0.25,,,0,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,40.563778,23.357944,https://pleiades.stoa.org/places/491627,,
622,Zereia,2,0,2,0,0.12,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.25,23.25,https://pleiades.stoa.org/places/507480,,
623,Aison,1,0,2,0,0.62,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,,,,,
624,Brea,2,1,2,0,0.25,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,40.288041,23.129408,https://pleiades.stoa.org/places/491556,13.1,
625,Kossaia,3,0,2,0,0.25,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/507419,,
626,Okolon,3,0,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/614781,,
627,Apollonia,1,1,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Thrace: Strymon - Nestos,28,40.744165,24.137678,https://pleiades.stoa.org/places/501355,0,
628,Berga,2,2,2,0,1.62,,,3,,6,,,0,0,0,0,1,1,,Thrace: Strymon - Nestos,28,40.910982,23.508247,https://pleiades.stoa.org/places/501374,52,
629,Datos,1,2,3,0,1.5,,,3,,,,,0,0,0,0,0,0,,Thrace: Strymon - Nestos,28,40.91666667,24.33333333,https://pleiades.stoa.org/places/501394,420,
630,Eion,1,1,1,1,1.62,,,3,,6,,,0,0,0,0,1,0,,Thrace: Strymon - Nestos,28,40.7893235,23.872848,https://pleiades.stoa.org/places/501410,,
631,Galepsos,1.5,1,2,0,1.5,,,3,,5,,,0,0,0,0,1,1,,Thrace: Strymon - Nestos,28,40.740429,23.986017,https://pleiades.stoa.org/places/501421,36.5,
632,Krenides,2,1,3,0,0.62,,,0,,,4,,0,0,0,0,0,0,,Thrace: Strymon - Nestos,28,41.0132446,24.284348625,https://pleiades.stoa.org/places/501482,45,
633,Myrkinos,1,2,2,0,0.75,,,3,,,,,0,0,0,1,1,0,,Thrace: Strymon - Nestos,28,40.90722,23.819454,https://pleiades.stoa.org/places/501520,2.8,
634,Neapolis,1,1,2,0,2.87,10,0,2,12.5,6,4,,0,0,0,2,1,1,,Thrace: Strymon - Nestos,28,40.934324,24.414039,https://pleiades.stoa.org/places/501523,0,
635,Oisyme,1,1,2,0,1.87,10,0,3,3.5,,4,,0,0,0,0,1,0,,Thrace: Strymon - Nestos,28,40.828906,24.300929,https://pleiades.stoa.org/places/501533,1.4,
636,Phagres,1.5,1,2,0,1,,,3,,,4,,0,0,0,0,1,0,,Thrace: Strymon - Nestos,28,40.760666,23.940471,https://pleiades.stoa.org/places/501559,12.6,
637,Philippoi,2,1,3,0,2.25,,,2,,4,4,,0,0,1,1,1,0,,Thrace: Strymon - Nestos,28,41.02518,24.334511,https://pleiades.stoa.org/places/501564,179,
638,Pistyros,1,1,2,0,0.75,,,3,,,,,1,0,0,0,1,0,,Thrace: Strymon - Nestos,28,40.968496,24.603854,https://pleiades.stoa.org/places/501569,2.2,
639,Sirra,3,2,3,0,0.62,,,3,,,,,0,0,0,0,0,0,,Thrace: Strymon - Nestos,28,41.087975,23.542453,https://pleiades.stoa.org/places/501616,50.6,
640,Abdera,1,1,2,1,5.87,200,25,5,112,6,5,4,1,0,1,2,1,1,,Thrace: Nestos - Hebros,29,40.93950935,24.9795992,https://pleiades.stoa.org/places/501323,0,
641,Ainos,1,1,2,1,2.5,,,4,,5,5,,0,0,1,0,0,1,,Thrace: Nestos - Hebros,29,40.7248985,26.085729,https://pleiades.stoa.org/places/501337,2,
642,Bergepolis,3,0,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Thrace: Nestos - Hebros,29,41.057585,25.013705,https://pleiades.stoa.org/places/501375,13.7,
643,Dikaia,1,1,2,0,1.37,,,2,,6,,,0,0,0,0,1,1,,Thrace: Nestos - Hebros,29,40.99287,25.165653,https://pleiades.stoa.org/places/501399,-5,
644,Drys,2,0,2,0,0.75,,,2,,,,,0,0,0,0,1,1,,Thrace: Nestos - Hebros,29,40.856489,25.675192,https://pleiades.stoa.org/places/501406,0,
645,Kypsela,2,2,2,0,0.37,,,0,,4,,,0,0,0,0,0,0,,Thrace: Nestos - Hebros,29,40.9245125,26.3920505,https://pleiades.stoa.org/places/501489,38.7,
646,Maroneia,1,1,2,0,3,74,4,5,425,6,,,0,1,1,0,1,1,,Thrace: Nestos - Hebros,29,40.873751,25.511426,https://pleiades.stoa.org/places/501507,0,
647,Mesambrie,1,0,2,0,0.62,,,2,,,,,0,0,0,0,1,0,,Thrace: Nestos - Hebros,29,40.86393,25.630902,https://pleiades.stoa.org/places/501516,0,
648,Orthagoria,2,1,2,0,0.37,,,0,,4,4,,0,0,0,0,0,0,,Thrace: Nestos - Hebros,29,,,https://pleiades.stoa.org/places/507435,,
649,Sale,1,0,2,0,0.25,,,3,,,,,0,0,0,0,0,1,,Thrace: Nestos - Hebros,29,40.844659,25.875051,https://pleiades.stoa.org/places/501595,18,
650,Stryme,1,1,2,0,1.5,,,3,,,,5,0,0,0,0,1,0,,Thrace: Nestos - Hebros,29,40.93661,25.282291,https://pleiades.stoa.org/places/501628,8.7,
651,Zone,1,1,2,0,1.5,55,0,2,50,,4,,0,0,0,0,1,1,,Thrace: Nestos - Hebros,29,40.848568,25.755818,https://pleiades.stoa.org/places/501667,4.8,
652,Alexandropolis,2,2,3,0,0.5,,,0,,,,,0,0,0,0,0,0,,Thrace: Inland ,30,,,,,
653,Apros,3,3,3,0,0.25,,,0,,,,,0,0,0,0,0,0,,Thrace: Inland ,30,41,27.08333333,https://pleiades.stoa.org/places/507367,91,
654,Kabyle,3,3,3,0,1.87,,,0,,,,,0,0,0,0,0,0,,Thrace: Inland ,30,42.5393535,26.481552,https://pleiades.stoa.org/places/216859,142.5,
655,Philoppopolis,2,3,3,0,1.87,,,0,,,,,0,0,0,0,0,0,,Thrace: Inland ,30,42.143739,24.749842,,169.2,
656,Pistiros,3,2,2,0,2.75,,,0,,,,,0,0,0,0,0,0,,Thrace: Inland ,30,40.968496,24.603854,https://pleiades.stoa.org/places/501569,,
657,Seuthopolis,2,3,3,0,1.12,,,0,,,,,0,0,0,0,0,0,,Thrace: Inland ,30,42.61977195,25.33686355,https://pleiades.stoa.org/places/216981,414.8,
658,Aigos potamoi,3,1,1,0,0.75,,,1,,,4,,0,0,0,0,0,0,,Thracian Chersonesos,31,40.331504,26.59366,https://pleiades.stoa.org/places/501336,3.4,
659,Alopekonnesos,1.5,1,2,0,1.5,,,2,,,,,1,0,0,1,1,1,,Thracian Chersonesos,31,40.313939,26.249544,https://pleiades.stoa.org/places/501345,7,
660,Araplos,1,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thracian Chersonesos,31,40.75,26.75,https://pleiades.stoa.org/places/507368,102,
661,Chersonesos/Agora,1,1,2,0,1.87,,,3,,6,4,,0,0,1,1,0,1,,Thracian Chersonesos,31,40.5,26.75,https://pleiades.stoa.org/places/501386,59,
662,Deris,2,1,2,0,0.25,,,0,,,,,0,0,0,0,0,1,,Thracian Chersonesos,31,40.657809,26.808976,https://pleiades.stoa.org/places/501397,13.1,
663,Elaious,1,1,2,0,1.75,,,2,,,4,,0,0,0,1,1,1,,Thracian Chersonesos,31,40.054457,26.223326,https://pleiades.stoa.org/places/501411,129,
664,Ide,1.5,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thracian Chersonesos,31,40.504079,26.689216,https://pleiades.stoa.org/places/501436,15.9,
665,Kardia,1,1,2,0,1.62,,,2,,,4,,0,0,1,1,0,0,,Thracian Chersonesos,31,40.548232,26.75081,https://pleiades.stoa.org/places/501458,0,
666,Kressa,1.5,1,2,0,0.25,,,0,,,,,0,0,0,0,0,0,,Thracian Chersonesos,31,40.351152,26.625855,https://pleiades.stoa.org/places/501483,7,
667,Krithote,1,1,2,0,0.75,,,2,,,4,,0,0,0,1,1,0,,Thracian Chersonesos,31,40.406725,26.651664,https://pleiades.stoa.org/places/501485,19.6,
668,Limnai,1.5,1,2,0,0.75,,,2,,,,,0,0,0,1,0,1,,Thracian Chersonesos,31,40.27056,26.272679,https://pleiades.stoa.org/places/501497,0,
669,Madytos,1,1,2,0,1.12,,,3,,,4,,0,0,0,1,0,1,,Thracian Chersonesos,31,40.186504,26.357002,https://pleiades.stoa.org/places/501503,9.5,
670,Paion,1,0,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thracian Chersonesos,31,40.505429,26.639597,https://pleiades.stoa.org/places/501543,24.8,
671,Paktye,1.5,1,2,0,0.62,,,1,,,,,0,0,0,1,0,0,,Thracian Chersonesos,31,40.485384,26.780688,https://pleiades.stoa.org/places/501546,0,
672,Sestos,1,1,2,0,2.12,,,3,,,,,0,0,1,1,1,1,,Thracian Chersonesos,31,40.2206527,26.40291625,https://pleiades.stoa.org/places/501609,106.5,
673,Bisanthe,2,1,2,0,1.12,,,2,,,,,0,0,0,0,1,1,,Propontic Thrace,32,40.978415,27.508023,https://pleiades.stoa.org/places/511187,69.3,
674,Byzantion,1,1,2,7,5.87,98,181,5,,5,4,,1,1,3,2,1,1,,Propontic Thrace,32,41.01224,28.976018,https://pleiades.stoa.org/places/77402394,31.7,
675,Daminon Teichos,2,1,2,0,0.5,,,1,,,,,0,0,0,0,1,1,,Propontic Thrace,32,41.08333,28.08333,,97,
676,Heraion/Heraion Teichos,1,1,2,0,1,,,1,,,,,0,0,0,0,1,0,,Propontic Thrace,32,41.023945,27.742027,https://pleiades.stoa.org/places/511271,13.9,
677,Neapolis,2,1,2,0,0.5,,,1,,,,,0,0,0,0,1,1,,Propontic Thrace,32,40.638101,27.1810735,https://pleiades.stoa.org/places/511333,284,
678,Perinthos,1,1,2,0,3.62,78,26,5,75,4,4,,0,0,0,0,1,1,,Propontic Thrace,32,40.971013,27.952973,https://pleiades.stoa.org/places/511357,4,
679,Selymbria,1,1,2,2,1.25,,,4,,5,,,0,0,1,0,1,1,,Propontic Thrace,32,41.078496,28.247677,https://pleiades.stoa.org/places/511414,0.8,
680,Serrion Teichos,3,1,2,0,0.5,,,1,,,,,0,0,0,0,1,1,,Propontic Thrace,32,40.750541,27.324357,https://pleiades.stoa.org/places/511415,288,
681,Tyrodiza,2,0,2,0,0.87,,,5,,,,,0,0,0,0,0,1,,Propontic Thrace,32,40.617746,27.114093,https://pleiades.stoa.org/places/511449,0,
682,Apollonia,1,1,2,1,2,240,14,5,,5,5,,0,0,0,1,1,1,,Black Sea,33,41.217245,30.263908,https://pleiades.stoa.org/places/511446,49,
683,Bizone,3,1,2,0,0.62,0,0,2,,,,,0,0,0,0,0,0,,Black Sea,33,43.4338945,28.33814,https://pleiades.stoa.org/places/216734,128.5,
684,Dionysopolis,2,1,2,0,0.87,2,0,4,,,,,0,0,0,0,0,0,,Black Sea,33,43.417781,28.1629075,https://pleiades.stoa.org/places/216793,184.2,
685,Istros,1,1,2,1,2,83,2,5,60,5,5,,2,0,3,2,1,0,,Black Sea,33,44.5476,28.7748,https://pleiades.stoa.org/places/216839,57.6,
686,Kallatis,1.5,1,2,0,1.87,29,1,5,10,5,,,0,0,3,0,1,1,,Black Sea,33,43.817152,28.58275,https://pleiades.stoa.org/places/216744,15,
687,Mesambria,1,1,2,0,2,31,0,5,,5,,,0,0,1,0,1,1,,Black Sea,33,40.86393,25.630902,https://pleiades.stoa.org/places/501516,24.3,
688,Nikonion,1,1,2,0,0.87,3,0,3,,,5,,0,0,0,0,1,1,,Black Sea,33,46.215722,30.454849,https://pleiades.stoa.org/places/226697,47.1,
689,Odessos,1.5,1,2,0,1,26,0,5,,,,,0,0,0,0,1,0,,Black Sea,33,43.2061605,27.9134725,https://pleiades.stoa.org/places/216904,49.2,
690,Olbia/Borysthenes,1,1,2,0,7,288,9,5,46,5,6,,0,0,3,2,1,0,,Black Sea,33,46.691895,31.901597,https://pleiades.stoa.org/places/226546,30.8,
691,Ophiousa,1,1,2,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,46.2007555,30.350134,https://pleiades.stoa.org/places/226800,,
692,Orgame,3,1,2,0,0.5,0,0,1,,,,,0,0,0,0,1,1,,Black Sea,33,44.91666667,28.83333333,,4,
693,Tomis,3,1,2,0,0.87,2,0,4,,,,,0,0,0,0,0,1,,Black Sea,33,44.1728565,28.6497375,https://pleiades.stoa.org/places/217016,17.8,
694,Tyras,2,1,2,0,1.37,9,0,5,,4,4,,0,0,0,0,1,1,,Black Sea,33,46.2007555,30.350134,https://pleiades.stoa.org/places/226800,16.6,
695,Chersonesos,1,1,2,0,4.12,288,18,5,29,4,4,,0,0,1,2,1,0,,Black Sea,33,42.280098,27.769811,https://pleiades.stoa.org/places/216765,16.7,
696,Gorgippeia,2,2,2,0,1.75,6,0,1,,5,,,0,0,0,0,1,0,,Black Sea,33,44.89409175,37.3100281,https://pleiades.stoa.org/places/825265,20.2,
697,Hermonassa,1,1,2,0,1.25,86,0,1,,,,,0,0,0,0,1,0,,Black Sea,33,45.2152633333,36.712664,https://pleiades.stoa.org/places/854687,7.4,
698,Karkinitis,1,1,2,0,1.5,9,0,2,5,,5,,0,0,0,0,1,0,,Black Sea,33,45.203672,33.361389,https://pleiades.stoa.org/places/226658,15.1,
699,Kepoi,1.5,1,2,0,0.87,4,0,1,,,,,0,0,0,0,0,0,,Black Sea,33,45.299422,36.997343,https://pleiades.stoa.org/places/854695,10.8,
700,Kimmerikon,3,1,2,0,0.5,0,0,1,,,,,0,0,0,0,1,1,,Black Sea,33,45.042315,36.22459,https://pleiades.stoa.org/places/854696,177.7,
701,Kytaia,1.5,1,2,0,0.5,4,0,1,,,,,0,0,0,0,1,0,,Black Sea,33,42.2636535,42.705819,https://pleiades.stoa.org/places/863830,25,
702,Labrys/Labryta,1,3,2,0,0.5,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,45.158504,37.565719,https://pleiades.stoa.org/places/825312,-1,
703,Myrmekeion,1.5,1,2,0,0.75,20,0,1,6,,,5,0,0,0,0,1,0,,Black Sea,33,45.33333333,36.5,https://pleiades.stoa.org/places/854710,0,
704,Nymphaion,1.5,2,2,0,1.75,34,0,1,,5,,,0,0,0,1,1,1,,Black Sea,33,45.2341843333,36.4146273333,https://pleiades.stoa.org/places/854715,17.5,
705,Pantikapaion/Bosporos,1.5,2,2,0,3.5,252,0,6,20,6,5,,0,0,3,1,1,0,,Black Sea,33,45.3532623333,36.470222,https://pleiades.stoa.org/places/854719,2.9,
706,Phanagoria,1,1,2,0,2,17,0,4,75,5,,,0,0,2,1,1,0,,Black Sea,33,45.27460525,36.97245025,https://pleiades.stoa.org/places/854724,38.7,
707,Theodosia,1.5,2,2,0,1.12,7,0,1,,5,4,,0,0,0,1,1,0,,Black Sea,33,45.04609,35.378768,https://pleiades.stoa.org/places/854743,10.5,
708,Tyritake,3,1,2,0,0.37,0,0,0,,,,,0,0,0,1,0,0,,Black Sea,33,45.281685,36.4129155,https://pleiades.stoa.org/places/854745,17.5,
709,Dioskouris,1,1,2,0,1,0,0,4,,,,,0,0,0,0,0,0,,Black Sea,33,42.993299,41.003076,,0,
710,Gyenos,1,2,2,0,0.62,0,0,1,,,,,0,0,0,0,0,0,,Black Sea,33,42.75581,41.403117,https://pleiades.stoa.org/places/857143,0,
711,Phasis,1,2,2,0,1,0,0,0,,5,,,0,0,0,0,0,0,,Black Sea,33,42.135867,41.6923225,https://pleiades.stoa.org/places/857275,5.5,
712,Amisos/Peiraieus,2,1,2,3,2.87,31,0,0,,5,,,0,0,1,2,0,0,,Black Sea,33,41.292721,36.3313,https://pleiades.stoa.org/places/857024,16.5,
713,Becheirias,1,1,2,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,,,,,
714,Choirades,1,1,3,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,,,https://pleiades.stoa.org/places/860796,,
715,Herakleia,1,1,2,2,5.75,456,24,5,,5,,5,2,0,3,2,1,1,,Black Sea,33,41.2832553333,31.4174136667,https://pleiades.stoa.org/places/844944,20.7,
716,Iasonia,1,1,1,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,41.043598,29.001901,https://pleiades.stoa.org/places/521041,0,
717,Karambis,1,1,1,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,42.013625,33.369673,https://pleiades.stoa.org/places/844970,63.5,
718,Karoussa,1,1,2,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,41.810138,35.158944,https://pleiades.stoa.org/places/857181,0,
719,Kerasous,1,1,2,0,0.75,1,0,0,,,,,0,0,0,0,0,1,,Black Sea,33,40.419134,38.397931,https://pleiades.stoa.org/places/857185,1922.3,
720,Kinolis,1,1,2,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,41.9627125,34.154469,https://pleiades.stoa.org/places/844984,151.4,
721,Koloussa,1,1,2,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,41.947448,34.27145,https://pleiades.stoa.org/places/844989,2.1,
722,Kotyora,1,1,2,0,0.62,0,0,0,,,,,0,0,0,0,1,0,,Black Sea,33,41.000154,37.875188,https://pleiades.stoa.org/places/857200,0,
723,Kromna,2,1,2,0,0.5,6,0,0,,4,4,,0,0,0,0,0,0,,Black Sea,33,41.838242,32.651063,https://pleiades.stoa.org/places/844994,0,
724,Kytoros,1,1,2,0,0.5,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,41.861928,32.897814,https://pleiades.stoa.org/places/844997,109.3,
725,Limne,1,3,2,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,,,,,
726,Lykastos,1,1,1,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,,,https://pleiades.stoa.org/places/860823,,
727,Odeinios,1,1,1,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,41,40.75,,825,
728,Sesamos/Amastris,1,1,2,0,0.75,0,0,0,,4,4,,0,0,0,0,0,0,,Black Sea,33,41.746969,32.385648,https://pleiades.stoa.org/places/844856,14.4,
729,Sinope,1,1,2,1,6.12,437,18,5,,5,,,3,0,3,2,1,0,,Black Sea,33,42.025776,35.143037,https://pleiades.stoa.org/places/857321,17,
730,Stameneia,1,1,2,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,41.112782,37.704183,https://pleiades.stoa.org/places/857333,410,
731,Tetrakis,1,1,1,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,41.5715265,33.1191805,https://pleiades.stoa.org/places/847908,930.5,
732,Themiskyra,1,1,2,0,0.12,0,0,0,,,,,0,0,0,0,0,0,,Black Sea,33,41.215176,36.967737,https://pleiades.stoa.org/places/857350,8.5,
733,Tieion,1,1,2,0,0.87,11,0,0,,4,,,0,0,0,0,0,0,,Black Sea,33,41.558273,32.055366,https://pleiades.stoa.org/places/845084,66.1,
734,Trapezous,1,1,2,0,1,1,1,4,,4,,,0,0,1,0,0,0,,Black Sea,33,41.0042695,39.7233115,https://pleiades.stoa.org/places/857359,37.5,
735,Artaiou Teichos,3,2,2,0,0.62,,,0,,,,,0,0,0,0,1,1,,Propontic Asia Minor ,34,40.366649,28.478392,https://pleiades.stoa.org/places/511159,362.6,
736,Artake,1,1,2,0,0.75,,,1,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,40.402952,27.796268,https://pleiades.stoa.org/places/511158,96,
737,Astakos,2,1,2,0,1.37,,,0,,5,,,0,0,0,0,1,1,,Propontic Asia Minor ,34,40.714558,29.928794,https://pleiades.stoa.org/places/511169,6.5,
738,Bysbikos,1.5,0,2,0,0.75,,,1,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,40.58333333,28.5,,0,
739,Darieion,2,0,2,0,0.12,,,0,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,,,,,
740,Daskyleion,2,1,2,0,0.87,,,0,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,40.138708,28.062536,https://pleiades.stoa.org/places/511225,50.9,
741,Didymon Teichos,2,0,2,0,0.25,,,0,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,40.25,27.25,,21,
742,Harpagion,2,1,2,0,0.5,,,0,,,4,,0,0,0,0,0,1,,Propontic Asia Minor ,34,40.334274,27.391984,https://pleiades.stoa.org/places/511264,0,
743,Kalchedon,1,1,2,1,4.5,37,21,5,,5,,,2,0,1,2,1,1,,Propontic Asia Minor ,34,40.983393,29.025789,https://pleiades.stoa.org/places/520988,35.2,
744,Kallipolis,1,1,2,0,0.62,,,0,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,40.4139,26.6807775,https://pleiades.stoa.org/places/501450,,
745,Kios,1,1,2,0,2,,,5,,4,,,0,0,3,2,1,1,,Propontic Asia Minor ,34,40.432469,29.15639,https://pleiades.stoa.org/places/511385,127,
746,Kolonai,2,0,2,0,0.5,,,0,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,40.280834,26.91075,https://pleiades.stoa.org/places/501474,21.9,
747,Kyzikos,1,1,2,2,5.62,135,41,5,,6,4,,1,0,1,2,1,1,,Propontic Asia Minor ,34,40.3855645,27.883191,https://pleiades.stoa.org/places/511218,1.4,
748,Lampsakos,1,1,2,1,4.25,,,5,,6,,,1,0,1,2,1,1,,Propontic Asia Minor ,34,40.346685,26.699162,https://pleiades.stoa.org/places/501570,59.3,
749,Metropolis,2,1,2,0,0.12,,,0,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,,,,,
750,Miletoupolis,2,1,2,0,1.25,,,0,,,4,,0,0,0,0,0,0,,Propontic Asia Minor ,34,40.083458,28.316486,https://pleiades.stoa.org/places/511318,22.4,
751,Miletouteichos,2,1,2,0,1,,,0,,,,,0,0,0,0,1,1,,Propontic Asia Minor ,34,40.212943,28.429191,https://pleiades.stoa.org/places/511320,6.5,
752,Myrleia,1.5,1,2,0,1.25,,,0,,4,,,0,0,0,1,0,1,,Propontic Asia Minor ,34,40.37557275,28.88274275,https://pleiades.stoa.org/places/511194,17.8,
753,Olbia,1.5,1,2,0,0.5,,,0,,,,,0,0,0,0,0,0,,Propontic Asia Minor ,34,40.7651905,29.919887,https://pleiades.stoa.org/places/511337,,
754,Otlenoi,3,0,2,0,0.25,,,0,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,,,,,
755,Paisos,1,1,1,0,0.75,,,1,,,,,0,0,0,0,0,1,,Propontic Asia Minor ,34,40.400225,26.787097,https://pleiades.stoa.org/places/501544,15.1,
756,Parion,1,1,2,0,3.25,,,5,,5,,,0,0,1,1,1,1,,Propontic Asia Minor ,34,40.420499,27.069096,https://pleiades.stoa.org/places/511354,34.7,
757,Plakia,1,2,2,0,0.62,,,0,,,4,,0,0,0,0,0,0,,Propontic Asia Minor ,34,40.397648,28.27741,https://pleiades.stoa.org/places/511366,28.5,
